Location,Month,Average Temperature(°C),Year,Unemployment Rate,Tree Cover Loss (ha)
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,January,25.8,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,February,26.4,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,March,26.9,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,April,27.0,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,May,26.8,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,June,26.4,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,July,26.2,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,August,26.1,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,September,26.0,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,October,25.9,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,November,25.8,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,December,25.7,2019,7.5,263
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,January,25.8,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,February,26.4,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,March,26.9,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,April,27.0,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,May,26.8,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,June,26.4,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,July,26.2,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,August,26.1,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,September,26.0,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,October,25.9,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,November,25.8,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,December,25.7,2020,8.6,268
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,January,25.8,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,February,26.4,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,March,26.9,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,April,27.0,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,May,26.8,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,June,26.4,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,July,26.2,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,August,26.1,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,September,26.0,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,October,25.9,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,November,25.8,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,December,25.7,2021,7.2,212
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,January,25.8,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,February,26.4,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,March,26.9,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,April,27.0,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,May,26.8,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,June,26.4,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,July,26.2,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,August,26.1,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,September,26.0,2022,5.2,211
Matara,October,25.9,2022,5.2,211
Matara,October,25.9,2022,5.2,211
Matara,October,25.9,2022,5.2,211
Matara,October,25.9,2022,5.2,211
Matara,October,25.9,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,November,25.8,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,December,25.7,2022,5.2,211
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,January,25.8,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,February,26.4,2023,4.9,280
Matara,March,26.9,2023,4.9,280
Matara,March,26.9,2023,4.9,280
