HCHO_Amount,Location,Present_Date,Next_Date,Month,Average Temperature(°C)
9.53623197143923e-05,Colombo,2020-08-15,2020-08-16,August,26.3
5.218663593212984e-05,Colombo,2020-08-17,2020-08-18,August,26.3
9.408554995921697e-05,Colombo,2020-08-18,2020-08-19,August,26.3
0.000108648368642,Colombo,2020-08-19,2020-08-20,August,26.3
5.898684525526202e-05,Colombo,2020-08-20,2020-08-21,August,26.3
0.000185514265541,Colombo,2020-08-21,2020-08-22,August,26.3
0.0001383807546722,Colombo,2020-08-22,2020-08-23,August,26.3
1.020713033914896e-05,Colombo,2020-08-23,2020-08-24,August,26.3
5.800061266907338e-05,Colombo,2020-08-25,2020-08-26,August,26.3
0.00012725378676,Colombo,2020-08-26,2020-08-27,August,26.3
0.0001226426706302,Colombo,2020-08-27,2020-08-28,August,26.3
8.611686644879429e-05,Colombo,2020-08-28,2020-08-29,August,26.3
0.0001581098164079,Colombo,2020-08-29,2020-08-30,August,26.3
0.0001601970867785,Colombo,2020-08-30,2020-08-31,August,26.3
9.00559617642378e-05,Colombo,2020-08-31,2020-09-01,August,26.3
0.0001089729114532,Colombo,2020-09-03,2020-09-04,September,26.2
8.350929906288698e-05,Colombo,2020-09-04,2020-09-05,September,26.2
6.279599504086146e-05,Colombo,2020-09-05,2020-09-06,September,26.2
5.088969002586624e-05,Colombo,2020-09-11,2020-09-12,September,26.2
6.437920269536806e-05,Colombo,2020-09-12,2020-09-13,September,26.2
0.0001609683889167,Colombo,2020-09-13,2020-09-14,September,26.2
0.0001143370669573,Colombo,2020-09-15,2020-09-16,September,26.2
3.69041425834875e-05,Colombo,2020-09-16,2020-09-17,September,26.2
0.0001903554784655,Colombo,2020-09-19,2020-09-20,September,26.2
3.544372022705729e-05,Colombo,2020-09-23,2020-09-24,September,26.2
0.0001260179927192,Colombo,2020-09-24,2020-09-25,September,26.2
5.564912544903195e-05,Colombo,2020-09-26,2020-09-27,September,26.2
6.616742823127159e-05,Colombo,2020-09-27,2020-09-28,September,26.2
0.000226078828243,Colombo,2020-09-28,2020-09-29,September,26.2
1.063345464081946e-05,Colombo,2020-10-01,2020-10-02,October,26.1
8.39799467602166e-05,Colombo,2020-10-02,2020-10-03,October,26.1
0.0001044083669184,Colombo,2020-10-03,2020-10-04,October,26.1
2.1119343670942217e-07,Colombo,2020-10-04,2020-10-05,October,26.1
7.119013827322124e-05,Colombo,2020-10-05,2020-10-06,October,26.1
0.0001443318573785,Colombo,2020-10-06,2020-10-07,October,26.1
0.00012927445667,Colombo,2020-10-10,2020-10-11,October,26.1
8.378911994586367e-05,Colombo,2020-10-11,2020-10-12,October,26.1
0.0001581395232151,Colombo,2020-10-12,2020-10-13,October,26.1
0.0001933941976113,Colombo,2020-10-13,2020-10-14,October,26.1
9.858052342680412e-05,Colombo,2020-10-16,2020-10-17,October,26.1
1.7811748198917226e-05,Colombo,2020-10-17,2020-10-18,October,26.1
7.158585229107723e-05,Colombo,2020-10-18,2020-10-19,October,26.1
0.0002520162448395,Colombo,2020-10-19,2020-10-20,October,26.1
3.3276900294780645e-05,Colombo,2020-10-20,2020-10-21,October,26.1
0.0001338458078774,Colombo,2020-10-21,2020-10-22,October,26.1
7.555173946898224e-06,Colombo,2020-10-22,2020-10-23,October,26.1
7.105086143836031e-05,Colombo,2020-10-23,2020-10-24,October,26.1
7.332211693731152e-05,Colombo,2020-10-24,2020-10-25,October,26.1
8.174195566978968e-05,Colombo,2020-10-25,2020-10-26,October,26.1
7.09171727688149e-05,Colombo,2020-10-26,2020-10-27,October,26.1
0.0001405435827147,Colombo,2020-10-27,2020-10-28,October,26.1
0.0002763089594117,Colombo,2020-10-28,2020-10-29,October,26.1
0.0001685633329135,Colombo,2020-10-29,2020-10-30,October,26.1
5.401703829654914e-06,Colombo,2020-10-31,2020-11-01,October,26.1
0.0001371110957633,Colombo,2020-11-01,2020-11-02,November,25.8
0.0001035264844426,Colombo,2020-11-02,2020-11-03,November,25.8
0.0002582581414107,Colombo,2020-11-03,2020-11-04,November,25.8
0.0001479459736054,Colombo,2020-11-04,2020-11-05,November,25.8
0.0001713041765321,Colombo,2020-11-05,2020-11-06,November,25.8
0.0001608849066159,Colombo,2020-11-06,2020-11-07,November,25.8
0.0001322907462156,Colombo,2020-11-07,2020-11-08,November,25.8
0.0001014556496769,Colombo,2020-11-08,2020-11-09,November,25.8
0.0001549767491343,Colombo,2020-11-09,2020-11-10,November,25.8
0.0002153815936199,Colombo,2020-11-10,2020-11-11,November,25.8
0.0001680503574552,Colombo,2020-11-11,2020-11-12,November,25.8
0.0002092867308346,Colombo,2020-11-12,2020-11-13,November,25.8
0.0001328514258473,Colombo,2020-11-13,2020-11-14,November,25.8
0.000127032481064,Colombo,2020-11-14,2020-11-15,November,25.8
0.0003014676645325,Colombo,2020-11-16,2020-11-17,November,25.8
0.0002102343142154,Colombo,2020-11-17,2020-11-18,November,25.8
0.0001226272107369,Colombo,2020-11-18,2020-11-19,November,25.8
0.0001689257057162,Colombo,2020-11-19,2020-11-20,November,25.8
0.000114912225481,Colombo,2020-11-20,2020-11-21,November,25.8
0.0001138495641792,Colombo,2020-11-21,2020-11-22,November,25.8
0.0002088124755424,Colombo,2020-11-23,2020-11-24,November,25.8
0.0001261620531561,Colombo,2020-11-26,2020-11-27,November,25.8
5.329385075339822e-05,Colombo,2020-11-27,2020-11-28,November,25.8
0.0002872822628802,Colombo,2020-11-28,2020-11-29,November,25.8
0.0003573190095101,Colombo,2020-11-29,2020-11-30,November,25.8
0.0001306101105465,Colombo,2020-11-30,2020-12-01,November,25.8
0.0001895978733741,Colombo,2020-12-03,2020-12-04,December,25.7
3.9636452885990645e-06,Colombo,2020-12-04,2020-12-05,December,25.7
0.0002854040079956,Colombo,2020-12-05,2020-12-06,December,25.7
0.0001434644771966,Colombo,2020-12-06,2020-12-07,December,25.7
0.0001896025597799,Colombo,2020-12-07,2020-12-08,December,25.7
0.000274648565017,Colombo,2020-12-08,2020-12-09,December,25.7
0.0002232851100516,Colombo,2020-12-09,2020-12-10,December,25.7
0.0003934967004419,Colombo,2020-12-10,2020-12-11,December,25.7
0.0002129514349934,Colombo,2020-12-11,2020-12-12,December,25.7
0.0002680092342523,Colombo,2020-12-12,2020-12-13,December,25.7
0.0001300334105227,Colombo,2020-12-13,2020-12-14,December,25.7
0.0001347145288639,Colombo,2020-12-14,2020-12-15,December,25.7
0.0002642558670693,Colombo,2020-12-15,2020-12-16,December,25.7
0.0002206075632153,Colombo,2020-12-16,2020-12-17,December,25.7
0.000213910686674,Colombo,2020-12-18,2020-12-19,December,25.7
0.0002053803512766,Colombo,2020-12-25,2020-12-26,December,25.7
0.0001272233308124,Colombo,2020-12-26,2020-12-27,December,25.7
0.0001622308343621,Colombo,2020-12-27,2020-12-28,December,25.7
0.0001014035540544,Colombo,2020-12-28,2020-12-29,December,25.7
0.0001641161179862,Colombo,2020-12-29,2020-12-30,December,25.7
0.0002430780579364,Colombo,2020-12-30,2020-12-31,December,25.7
0.0002369831877015,Colombo,2021-01-04,2021-01-05,January,26.2
0.0001514076036091,Colombo,2021-01-06,2021-01-07,January,26.2
0.0001898265243012,Colombo,2021-01-07,2021-01-08,January,26.2
0.0002692413319713,Colombo,2021-01-08,2021-01-09,January,26.2
0.0001306578061264,Colombo,2021-01-14,2021-01-15,January,26.2
0.0001785179326151,Colombo,2021-01-19,2021-01-20,January,26.2
0.0001032693407217,Colombo,2021-01-20,2021-01-21,January,26.2
0.0002051838040896,Colombo,2021-01-21,2021-01-22,January,26.2
0.0002140583899306,Colombo,2021-01-22,2021-01-23,January,26.2
0.0001862861907533,Colombo,2021-01-23,2021-01-24,January,26.2
0.0001354404351779,Colombo,2021-01-24,2021-01-25,January,26.2
0.0003174737761862,Colombo,2021-01-25,2021-01-26,January,26.2
0.0001746427192303,Colombo,2021-01-26,2021-01-27,January,26.2
0.0002416642817995,Colombo,2021-01-27,2021-01-28,January,26.2
0.0001088681105839,Colombo,2021-01-29,2021-01-30,January,26.2
0.0002814834181886,Colombo,2021-01-30,2021-01-31,January,26.2
0.0002437034403655,Colombo,2021-01-31,2021-02-01,January,26.2
0.0001380282355278,Colombo,2021-02-02,2021-02-03,February,26.9
0.0001915302879978,Colombo,2021-02-04,2021-02-05,February,26.9
0.000124417414927,Colombo,2021-02-05,2021-02-06,February,26.9
0.0001891708523288,Colombo,2021-02-06,2021-02-07,February,26.9
3.277584362007702e-06,Colombo,2021-02-08,2021-02-09,February,26.9
0.0002360149943155,Colombo,2021-02-09,2021-02-10,February,26.9
0.00024592325094,Colombo,2021-02-10,2021-02-11,February,26.9
0.0002907206630647,Colombo,2021-02-11,2021-02-12,February,26.9
0.0002645433691866,Colombo,2021-02-12,2021-02-13,February,26.9
0.0003119554530225,Colombo,2021-02-13,2021-02-14,February,26.9
0.0002835153994791,Colombo,2021-02-14,2021-02-15,February,26.9
0.0002050635839755,Colombo,2021-02-15,2021-02-16,February,26.9
0.0002055507070057,Colombo,2021-02-16,2021-02-17,February,26.9
0.0003900219266868,Colombo,2021-02-17,2021-02-18,February,26.9
0.0003264424821823,Colombo,2021-02-18,2021-02-19,February,26.9
0.0001709358348845,Colombo,2021-02-20,2021-02-21,February,26.9
0.0002139903864919,Colombo,2021-02-21,2021-02-22,February,26.9
0.0002277018962164,Colombo,2021-02-22,2021-02-23,February,26.9
0.0001589549799036,Colombo,2021-02-23,2021-02-24,February,26.9
0.000115214313486,Colombo,2021-02-24,2021-02-25,February,26.9
0.0002325898708213,Colombo,2021-02-25,2021-02-26,February,26.9
0.0002289977922013,Colombo,2021-02-26,2021-02-27,February,26.9
0.0001920381543707,Colombo,2021-02-27,2021-02-28,February,26.9
0.000202528953311,Colombo,2021-02-28,2021-03-01,February,26.9
8.974775815940257e-05,Colombo,2021-03-01,2021-03-02,March,27.4
0.0004364158279691,Colombo,2021-03-02,2021-03-03,March,27.4
0.0002043196853631,Colombo,2021-03-03,2021-03-04,March,27.4
0.0003839609401357,Colombo,2021-03-04,2021-03-05,March,27.4
0.0003406199961689,Colombo,2021-03-05,2021-03-06,March,27.4
0.0003904318930223,Colombo,2021-03-06,2021-03-07,March,27.4
0.0001113585037533,Colombo,2021-03-08,2021-03-09,March,27.4
0.0002371528462455,Colombo,2021-03-09,2021-03-10,March,27.4
0.0001690345518758,Colombo,2021-03-10,2021-03-11,March,27.4
0.0002105863433248,Colombo,2021-03-11,2021-03-12,March,27.4
0.000202354727431,Colombo,2021-03-12,2021-03-13,March,27.4
0.0001409489129117,Colombo,2021-03-13,2021-03-14,March,27.4
0.0002179402098774,Colombo,2021-03-14,2021-03-15,March,27.4
0.0002426438265474,Colombo,2021-03-15,2021-03-16,March,27.4
0.0002616008564259,Colombo,2021-03-16,2021-03-17,March,27.4
0.0002512875576035,Colombo,2021-03-17,2021-03-18,March,27.4
0.0002178442068229,Colombo,2021-03-18,2021-03-19,March,27.4
0.0003225614713497,Colombo,2021-03-19,2021-03-20,March,27.4
0.0002924193098551,Colombo,2021-03-21,2021-03-22,March,27.4
0.0003266746678878,Colombo,2021-03-22,2021-03-23,March,27.4
0.000366138543108,Colombo,2021-03-24,2021-03-25,March,27.4
0.0001351284841152,Colombo,2021-03-29,2021-03-30,March,27.4
0.0001392593237019,Colombo,2021-03-30,2021-03-31,March,27.4
0.0001475118842205,Colombo,2021-03-31,2021-04-01,March,27.4
0.0001772367650626,Colombo,2021-04-01,2021-04-02,April,27.3
0.000157007514811,Colombo,2021-04-02,2021-04-03,April,27.3
0.0001245037900534,Colombo,2021-04-03,2021-04-04,April,27.3
0.0001555211295454,Colombo,2021-04-04,2021-04-05,April,27.3
0.0001978674029281,Colombo,2021-04-05,2021-04-06,April,27.3
0.000347094900212,Colombo,2021-04-06,2021-04-07,April,27.3
0.000336694393004,Colombo,2021-04-07,2021-04-08,April,27.3
0.0001683114077093,Colombo,2021-04-09,2021-04-10,April,27.3
0.0003171383792382,Colombo,2021-04-10,2021-04-11,April,27.3
0.0002353733053514,Colombo,2021-04-11,2021-04-12,April,27.3
0.0002593412850278,Colombo,2021-04-12,2021-04-13,April,27.3
0.0001700151831131,Colombo,2021-04-14,2021-04-15,April,27.3
0.000173734373544,Colombo,2021-04-15,2021-04-16,April,27.3
0.0001010269419527,Colombo,2021-04-16,2021-04-17,April,27.3
0.000118021278765,Colombo,2021-04-18,2021-04-19,April,27.3
0.0001081649258043,Colombo,2021-04-19,2021-04-20,April,27.3
0.0001847278596022,Colombo,2021-04-20,2021-04-21,April,27.3
0.0001972131019884,Colombo,2021-04-21,2021-04-22,April,27.3
0.0001855974828301,Colombo,2021-04-22,2021-04-23,April,27.3
0.0002471323820972,Colombo,2021-04-25,2021-04-26,April,27.3
0.0001463663441777,Colombo,2021-04-26,2021-04-27,April,27.3
0.0002134845212401,Colombo,2021-04-27,2021-04-28,April,27.3
0.0001731765506034,Colombo,2021-04-28,2021-04-29,April,27.3
0.0003036636855953,Colombo,2021-04-29,2021-04-30,April,27.3
0.0001951219315353,Colombo,2021-04-30,2021-05-01,April,27.3
0.0002452214396045,Colombo,2021-05-01,2021-05-02,May,27.0
0.0002645389429535,Colombo,2021-05-02,2021-05-03,May,27.0
8.557056172578272e-05,Colombo,2021-05-03,2021-05-04,May,27.0
0.0002209067323248,Colombo,2021-05-04,2021-05-05,May,27.0
0.0002489217460877,Colombo,2021-05-05,2021-05-06,May,27.0
0.000200302745968,Colombo,2021-05-06,2021-05-07,May,27.0
0.0003402714822933,Colombo,2021-05-07,2021-05-08,May,27.0
0.0001707579410077,Colombo,2021-05-08,2021-05-09,May,27.0
0.0001754510948178,Colombo,2021-05-09,2021-05-10,May,27.0
0.000136949172288,Colombo,2021-05-11,2021-05-12,May,27.0
0.0001187003015104,Colombo,2021-05-12,2021-05-13,May,27.0
0.0001073622963506,Colombo,2021-05-17,2021-05-18,May,27.0
0.0001151393206812,Colombo,2021-05-18,2021-05-19,May,27.0
3.7632326797477766e-05,Colombo,2021-05-19,2021-05-20,May,27.0
0.0001562455652218,Colombo,2021-05-22,2021-05-23,May,27.0
8.640041676999091e-05,Colombo,2021-05-24,2021-05-25,May,27.0
0.0001197226696455,Colombo,2021-05-27,2021-05-28,May,27.0
0.0002846241686733,Colombo,2021-05-28,2021-05-29,May,27.0
5.140843569635607e-05,Colombo,2021-05-29,2021-05-30,May,27.0
0.0001638313116302,Colombo,2021-05-30,2021-05-31,May,27.0
0.0001179661027567,Colombo,2021-05-31,2021-06-01,May,27.0
0.0001566254873436,Colombo,2021-06-01,2021-06-02,June,26.7
0.0001080532010729,Colombo,2021-06-02,2021-06-03,June,26.7
0.0001845359693438,Colombo,2021-06-06,2021-06-07,June,26.7
0.0001184897886351,Colombo,2021-06-07,2021-06-08,June,26.7
8.833928529805503e-05,Colombo,2021-06-09,2021-06-10,June,26.7
0.000135486230632,Colombo,2021-06-10,2021-06-11,June,26.7
5.342745342748797e-05,Colombo,2021-06-12,2021-06-13,June,26.7
0.0002191296073331,Colombo,2021-06-14,2021-06-15,June,26.7
0.0001334847807237,Colombo,2021-06-15,2021-06-16,June,26.7
2.117090359564527e-05,Colombo,2021-06-16,2021-06-17,June,26.7
2.6159526392206325e-05,Colombo,2021-06-17,2021-06-18,June,26.7
0.0001395902548474,Colombo,2021-06-18,2021-06-19,June,26.7
3.4048939573982124e-05,Colombo,2021-06-19,2021-06-20,June,26.7
6.569158932740452e-05,Colombo,2021-06-20,2021-06-21,June,26.7
0.000162442274985,Colombo,2021-06-21,2021-06-22,June,26.7
0.0001214765142012,Colombo,2021-06-23,2021-06-24,June,26.7
7.041590683398183e-05,Colombo,2021-06-24,2021-06-25,June,26.7
8.078253427334957e-05,Colombo,2021-06-25,2021-06-26,June,26.7
0.0001528314952572,Colombo,2021-06-27,2021-06-28,June,26.7
8.158938262454332e-05,Colombo,2021-06-28,2021-06-29,June,26.7
9.404885234298092e-05,Colombo,2021-06-30,2021-07-01,June,26.7
0.0002613394697627,Colombo,2021-07-02,2021-07-03,July,26.4
0.0004196659512255,Colombo,2021-07-03,2021-07-04,July,26.4
4.777782884694065e-05,Colombo,2021-07-13,2021-07-14,July,26.4
0.0002389225525509,Colombo,2021-07-18,2021-07-19,July,26.4
4.428448499914935e-05,Colombo,2021-07-19,2021-07-20,July,26.4
8.70193889447396e-05,Colombo,2021-07-20,2021-07-21,July,26.4
0.0001457126797112,Colombo,2021-07-21,2021-07-22,July,26.4
3.398212134169013e-05,Colombo,2021-07-23,2021-07-24,July,26.4
9.853908654433984e-05,Colombo,2021-07-27,2021-07-28,July,26.4
2.6380996386437524e-05,Colombo,2021-07-28,2021-07-29,July,26.4
9.667988833399398e-05,Colombo,2021-07-29,2021-07-30,July,26.4
0.0001155906042784,Colombo,2021-07-30,2021-07-31,July,26.4
5.107784333170062e-05,Colombo,2021-07-31,2021-08-01,July,26.4
0.0001128233697,Colombo,2021-08-01,2021-08-02,August,26.3
0.0002368718710702,Colombo,2021-08-02,2021-08-03,August,26.3
0.0001531405253013,Colombo,2021-08-04,2021-08-05,August,26.3
4.0648579074643184e-05,Colombo,2021-08-06,2021-08-07,August,26.3
0.000188900565432,Colombo,2021-08-07,2021-08-08,August,26.3
6.617820779227803e-05,Colombo,2021-08-09,2021-08-10,August,26.3
0.0001369775371414,Colombo,2021-08-10,2021-08-11,August,26.3
0.000266397037653,Colombo,2021-08-14,2021-08-15,August,26.3
3.998720165802974e-05,Colombo,2021-08-15,2021-08-16,August,26.3
0.000103087011299,Colombo,2021-08-17,2021-08-18,August,26.3
0.0001140018848353,Colombo,2021-08-18,2021-08-19,August,26.3
0.000134093894517,Colombo,2021-08-19,2021-08-20,August,26.3
0.0001103521585815,Colombo,2021-08-20,2021-08-21,August,26.3
5.59021570127458e-05,Colombo,2021-08-23,2021-08-24,August,26.3
1.4433752468963495e-05,Colombo,2021-08-24,2021-08-25,August,26.3
0.0001478950834196,Colombo,2021-08-27,2021-08-28,August,26.3
0.0002178863117189,Colombo,2021-08-30,2021-08-31,August,26.3
5.991877038189847e-05,Colombo,2021-08-31,2021-09-01,August,26.3
5.901041403594232e-05,Colombo,2021-09-01,2021-09-02,September,26.2
0.0001396001138181,Colombo,2021-09-02,2021-09-03,September,26.2
0.0002744120081462,Colombo,2021-09-03,2021-09-04,September,26.2
0.0001843671941389,Colombo,2021-09-05,2021-09-06,September,26.2
0.0002357552138328,Colombo,2021-09-06,2021-09-07,September,26.2
0.0001506352700809,Colombo,2021-09-07,2021-09-08,September,26.2
0.0003233711501901,Colombo,2021-09-08,2021-09-09,September,26.2
2.1479099701057176e-05,Colombo,2021-09-09,2021-09-10,September,26.2
5.667476364560356e-05,Colombo,2021-09-10,2021-09-11,September,26.2
5.029398661671392e-05,Colombo,2021-09-11,2021-09-12,September,26.2
7.258111501521719e-05,Colombo,2021-09-12,2021-09-13,September,26.2
8.283100553994798e-05,Colombo,2021-09-13,2021-09-14,September,26.2
2.391585104770661e-06,Colombo,2021-09-14,2021-09-15,September,26.2
0.0001701572499924,Colombo,2021-09-16,2021-09-17,September,26.2
0.0002497155814623,Colombo,2021-09-17,2021-09-18,September,26.2
4.18657035174414e-05,Colombo,2021-09-19,2021-09-20,September,26.2
3.183551893105144e-05,Colombo,2021-09-22,2021-09-23,September,26.2
6.4424578070135e-05,Colombo,2021-09-23,2021-09-24,September,26.2
0.0001405140015702,Colombo,2021-09-24,2021-09-25,September,26.2
5.278711360427154e-05,Colombo,2021-09-25,2021-09-26,September,26.2
0.0001407665288932,Colombo,2021-09-29,2021-09-30,September,26.2
8.099903767863547e-05,Colombo,2021-10-02,2021-10-03,October,26.1
4.413588492435173e-05,Colombo,2021-10-03,2021-10-04,October,26.1
9.579922653074744e-05,Colombo,2021-10-07,2021-10-08,October,26.1
5.607402213075693e-05,Colombo,2021-10-08,2021-10-09,October,26.1
5.556127220190617e-06,Colombo,2021-10-12,2021-10-13,October,26.1
7.54321079031583e-05,Colombo,2021-10-13,2021-10-14,October,26.1
3.614275812152057e-05,Colombo,2021-10-14,2021-10-15,October,26.1
0.0001084263434074,Colombo,2021-10-15,2021-10-16,October,26.1
0.0001290246455066,Colombo,2021-10-17,2021-10-18,October,26.1
0.0001631285291861,Colombo,2021-10-18,2021-10-19,October,26.1
5.580992144408888e-05,Colombo,2021-10-19,2021-10-20,October,26.1
0.0001278843069982,Colombo,2021-10-21,2021-10-22,October,26.1
0.0002107220220187,Colombo,2021-10-22,2021-10-23,October,26.1
5.3927804038374983e-05,Colombo,2021-10-24,2021-10-25,October,26.1
0.00016805466481,Colombo,2021-10-25,2021-10-26,October,26.1
0.0001966765413794,Colombo,2021-10-26,2021-10-27,October,26.1
0.0001777093559165,Colombo,2021-10-27,2021-10-28,October,26.1
0.0001182857932418,Colombo,2021-10-29,2021-10-30,October,26.1
0.0001196376869877,Colombo,2021-10-30,2021-10-31,October,26.1
4.1841272761754374e-05,Colombo,2021-10-31,2021-11-01,October,26.1
1.387785671653146e-05,Colombo,2021-11-02,2021-11-03,November,25.8
0.0001212487481389,Colombo,2021-11-03,2021-11-04,November,25.8
0.0001946685208087,Colombo,2021-11-05,2021-11-06,November,25.8
0.0001117711484757,Colombo,2021-11-10,2021-11-11,November,25.8
6.605823757240088e-05,Colombo,2021-11-18,2021-11-19,November,25.8
1.657601601937637e-05,Colombo,2021-11-20,2021-11-21,November,25.8
4.740992484225589e-05,Colombo,2021-11-21,2021-11-22,November,25.8
9.97903995152294e-05,Colombo,2021-11-22,2021-11-23,November,25.8
0.0001252053320552,Colombo,2021-11-26,2021-11-27,November,25.8
3.633586679641416e-05,Colombo,2021-11-27,2021-11-28,November,25.8
0.0001721799868397,Colombo,2021-12-01,2021-12-02,December,25.7
0.0001527044078373,Colombo,2021-12-02,2021-12-03,December,25.7
0.0002892300586867,Colombo,2021-12-03,2021-12-04,December,25.7
0.0001657918785097,Colombo,2021-12-04,2021-12-05,December,25.7
0.0001980647621395,Colombo,2021-12-05,2021-12-06,December,25.7
0.0001668042237377,Colombo,2021-12-06,2021-12-07,December,25.7
0.0002453597373491,Colombo,2021-12-07,2021-12-08,December,25.7
0.0001995450183162,Colombo,2021-12-08,2021-12-09,December,25.7
0.0003044002613605,Colombo,2021-12-09,2021-12-10,December,25.7
0.0002289257347507,Colombo,2021-12-10,2021-12-11,December,25.7
0.0002056766954945,Colombo,2021-12-11,2021-12-12,December,25.7
0.0002984725432944,Colombo,2021-12-12,2021-12-13,December,25.7
9.829105344649392e-05,Colombo,2021-12-16,2021-12-17,December,25.7
9.760525530799496e-05,Colombo,2021-12-17,2021-12-18,December,25.7
9.303462975357216e-05,Colombo,2021-12-18,2021-12-19,December,25.7
0.000264661628072,Colombo,2021-12-19,2021-12-20,December,25.7
0.0001723132693212,Colombo,2021-12-21,2021-12-22,December,25.7
0.0002061143924184,Colombo,2021-12-22,2021-12-23,December,25.7
0.0003023733775554,Colombo,2021-12-23,2021-12-24,December,25.7
0.0002349150910121,Colombo,2021-12-24,2021-12-25,December,25.7
0.0002188203025084,Colombo,2021-12-25,2021-12-26,December,25.7
0.0003354193959285,Colombo,2021-12-26,2021-12-27,December,25.7
0.0002449520763396,Colombo,2021-12-27,2021-12-28,December,25.7
0.0002450576515296,Colombo,2021-12-28,2021-12-29,December,25.7
0.0001861325651091,Colombo,2021-12-29,2021-12-30,December,25.7
0.0001274425730867,Colombo,2021-12-30,2021-12-31,December,25.7
0.0001457829379557,Colombo,2021-12-31,2022-01-01,December,25.7
0.0002732007578602,Colombo,2022-01-01,2022-01-02,January,26.2
0.0002140030529972,Colombo,2022-01-02,2022-01-03,January,26.2
0.0003065800440365,Colombo,2022-01-06,2022-01-07,January,26.2
0.0001481951102967,Colombo,2022-01-07,2022-01-08,January,26.2
0.0001524755032041,Colombo,2022-01-08,2022-01-09,January,26.2
0.0001452068254391,Colombo,2022-01-09,2022-01-10,January,26.2
0.0001899772027525,Colombo,2022-01-11,2022-01-12,January,26.2
0.0001993524660303,Colombo,2022-01-12,2022-01-13,January,26.2
0.0003054543679779,Colombo,2022-01-13,2022-01-14,January,26.2
0.0002583368599955,Colombo,2022-01-14,2022-01-15,January,26.2
0.0002104716844552,Colombo,2022-01-15,2022-01-16,January,26.2
0.0003012163982798,Colombo,2022-01-16,2022-01-17,January,26.2
0.0002245215608628,Colombo,2022-01-17,2022-01-18,January,26.2
0.000214222456525,Colombo,2022-01-18,2022-01-19,January,26.2
0.0002202367958394,Colombo,2022-01-19,2022-01-20,January,26.2
0.0001283329709802,Colombo,2022-01-20,2022-01-21,January,26.2
0.0002774606877738,Colombo,2022-01-22,2022-01-23,January,26.2
0.000193597939248,Colombo,2022-01-23,2022-01-24,January,26.2
0.0001713171485826,Colombo,2022-01-24,2022-01-25,January,26.2
0.0001834710480937,Colombo,2022-01-25,2022-01-26,January,26.2
0.0002131139722477,Colombo,2022-01-26,2022-01-27,January,26.2
0.0002709026067374,Colombo,2022-01-27,2022-01-28,January,26.2
0.0001962702964588,Colombo,2022-01-28,2022-01-29,January,26.2
0.0002728603284361,Colombo,2022-01-29,2022-01-30,January,26.2
0.0003165519454832,Colombo,2022-01-30,2022-01-31,January,26.2
0.0002954652333051,Colombo,2022-01-31,2022-02-01,January,26.2
0.0002924048942024,Colombo,2022-02-01,2022-02-02,February,26.9
0.000246901572451,Colombo,2022-02-02,2022-02-03,February,26.9
3.582195972256424e-07,Colombo,2022-02-03,2022-02-04,February,26.9
0.0002059841821031,Colombo,2022-02-04,2022-02-05,February,26.9
0.0003386893965323,Colombo,2022-02-05,2022-02-06,February,26.9
0.000149502735288,Colombo,2022-02-08,2022-02-09,February,26.9
0.0002932414859561,Colombo,2022-02-09,2022-02-10,February,26.9
0.0002492903007505,Colombo,2022-02-12,2022-02-13,February,26.9
0.0001832808502081,Colombo,2022-02-13,2022-02-14,February,26.9
6.943415445256418e-05,Colombo,2022-02-14,2022-02-15,February,26.9
0.0002449527091536,Colombo,2022-02-15,2022-02-16,February,26.9
0.0003118394644699,Colombo,2022-02-16,2022-02-17,February,26.9
0.0002076891265197,Colombo,2022-02-17,2022-02-18,February,26.9
0.0002989926916197,Colombo,2022-02-18,2022-02-19,February,26.9
0.0001678363707651,Colombo,2022-02-20,2022-02-21,February,26.9
0.0002638510676236,Colombo,2022-02-21,2022-02-22,February,26.9
0.0002353659084741,Colombo,2022-02-23,2022-02-24,February,26.9
0.0002581368930631,Colombo,2022-02-24,2022-02-25,February,26.9
0.0003047658858295,Colombo,2022-02-25,2022-02-26,February,26.9
0.0001852717013472,Colombo,2022-02-26,2022-02-27,February,26.9
0.0001869507970714,Colombo,2022-02-27,2022-02-28,February,26.9
0.000168170568242,Colombo,2022-02-28,2022-03-01,February,26.9
0.0003336568439815,Colombo,2022-03-01,2022-03-02,March,27.4
0.0001306083742627,Colombo,2022-03-04,2022-03-05,March,27.4
0.0002367314640597,Colombo,2022-03-05,2022-03-06,March,27.4
0.0001244626540205,Colombo,2022-03-06,2022-03-07,March,27.4
0.0002541401460047,Colombo,2022-03-07,2022-03-08,March,27.4
0.0002916890989966,Colombo,2022-03-08,2022-03-09,March,27.4
0.0004151204267568,Colombo,2022-03-09,2022-03-10,March,27.4
0.0003640472679822,Colombo,2022-03-11,2022-03-12,March,27.4
0.0002525573366176,Colombo,2022-03-12,2022-03-13,March,27.4
0.0002423098280679,Colombo,2022-03-13,2022-03-14,March,27.4
0.0002066257028107,Colombo,2022-03-14,2022-03-15,March,27.4
0.0001408299017965,Colombo,2022-03-17,2022-03-18,March,27.4
0.000186049657006,Colombo,2022-03-18,2022-03-19,March,27.4
0.0001319042975538,Colombo,2022-03-19,2022-03-20,March,27.4
5.9547691621581265e-05,Colombo,2022-03-20,2022-03-21,March,27.4
