HCHO_Amount,Location,Present_Date,Next_Date
3.799505288802035e-05,Nuwara Eliya,2019-08-18,2019-08-19
2.82110260500617e-05,Nuwara Eliya,2019-08-30,2019-08-31
9.445839367563298e-05,Nuwara Eliya,2019-08-31,2019-09-01
8.64964669904217e-05,Nuwara Eliya,2019-09-02,2019-09-03
3.3414233799745706e-05,Nuwara Eliya,2019-09-03,2019-09-04
0.000116729877908,Nuwara Eliya,2019-09-04,2019-09-05
4.987681369842603e-05,Nuwara Eliya,2019-09-07,2019-09-08
0.0002593871115593,Nuwara Eliya,2019-09-08,2019-09-09
8.982164139944275e-05,Nuwara Eliya,2019-09-09,2019-09-10
3.6572593671735376e-05,Nuwara Eliya,2019-09-18,2019-09-19
4.00684436684202e-05,Nuwara Eliya,2019-09-21,2019-09-22
0.0001037214939681,Nuwara Eliya,2019-10-01,2019-10-02
2.680059781088767e-05,Nuwara Eliya,2019-10-14,2019-10-15
8.089742914307863e-05,Nuwara Eliya,2019-10-16,2019-10-17
0.0002144734025932,Nuwara Eliya,2019-10-23,2019-10-24
0.0001060299718198,Nuwara Eliya,2019-11-01,2019-11-02
0.0001197492585854,Nuwara Eliya,2019-11-06,2019-11-07
0.0002019448987158,Nuwara Eliya,2019-11-07,2019-11-08
0.0001875744093177,Nuwara Eliya,2019-11-08,2019-11-09
0.0001796965460638,Nuwara Eliya,2019-11-12,2019-11-13
4.990433807850961e-05,Nuwara Eliya,2019-11-13,2019-11-14
1.0639170243363802e-05,Nuwara Eliya,2019-11-14,2019-11-15
0.0001715080615397,Nuwara Eliya,2019-11-18,2019-11-19
6.0601217333582715e-05,Nuwara Eliya,2019-12-06,2019-12-07
5.144756876329371e-05,Nuwara Eliya,2019-12-12,2019-12-13
1.5113010024269242e-05,Nuwara Eliya,2019-12-14,2019-12-15
0.0002059300168184,Nuwara Eliya,2019-12-16,2019-12-17
2.4497794584021904e-05,Nuwara Eliya,2019-12-23,2019-12-24
5.2385187031481246e-06,Nuwara Eliya,2019-12-24,2019-12-25
8.490988554769745e-05,Nuwara Eliya,2019-12-26,2019-12-27
5.037097735972281e-05,Nuwara Eliya,2019-12-28,2019-12-29
0.0001936077267456,Nuwara Eliya,2019-12-29,2019-12-30
2.837138933940408e-05,Nuwara Eliya,2019-12-30,2019-12-31
1.8020774742708853e-05,Nuwara Eliya,2019-12-31,2020-01-01
7.971946523881809e-05,Nuwara Eliya,2020-01-03,2020-01-04
0.0002221059548901,Nuwara Eliya,2020-01-04,2020-01-05
0.0001159583617149,Nuwara Eliya,2020-01-05,2020-01-06
6.421119687120402e-05,Nuwara Eliya,2020-01-06,2020-01-07
0.0001254094677278,Nuwara Eliya,2020-01-08,2020-01-09
9.527971988931567e-05,Nuwara Eliya,2020-01-09,2020-01-10
5.4243914301464626e-05,Nuwara Eliya,2020-01-10,2020-01-11
4.828142649293358e-05,Nuwara Eliya,2020-01-11,2020-01-12
3.1963263609213755e-06,Nuwara Eliya,2020-01-12,2020-01-13
0.0001008577189011,Nuwara Eliya,2020-01-14,2020-01-15
0.0002333852549772,Nuwara Eliya,2020-01-20,2020-01-21
5.044574209023267e-06,Nuwara Eliya,2020-01-21,2020-01-22
0.0002514555784161,Nuwara Eliya,2020-01-26,2020-01-27
1.5972322239645614e-05,Nuwara Eliya,2020-01-27,2020-01-28
2.4162307975538745e-05,Nuwara Eliya,2020-01-28,2020-01-29
8.765511960787914e-05,Nuwara Eliya,2020-01-29,2020-01-30
0.0001547180170078,Nuwara Eliya,2020-01-30,2020-01-31
0.0001338702093236,Nuwara Eliya,2020-01-31,2020-02-01
2.5702771381475028e-05,Nuwara Eliya,2020-02-02,2020-02-03
7.986340575507248e-05,Nuwara Eliya,2020-02-04,2020-02-05
0.0001382175604029,Nuwara Eliya,2020-02-06,2020-02-07
0.0001317641534045,Nuwara Eliya,2020-02-07,2020-02-08
6.650182181808007e-05,Nuwara Eliya,2020-02-08,2020-02-09
0.000197386685697,Nuwara Eliya,2020-02-09,2020-02-10
7.765335944064576e-05,Nuwara Eliya,2020-02-10,2020-02-11
0.0001410900828807,Nuwara Eliya,2020-02-11,2020-02-12
6.299200630407998e-05,Nuwara Eliya,2020-02-15,2020-02-16
0.0001506198266539,Nuwara Eliya,2020-02-16,2020-02-17
0.0002877540176629,Nuwara Eliya,2020-02-17,2020-02-18
0.0002179950063233,Nuwara Eliya,2020-02-18,2020-02-19
0.0001680922979635,Nuwara Eliya,2020-02-19,2020-02-20
0.0001587409695234,Nuwara Eliya,2020-02-20,2020-02-21
2.790848919363411e-05,Nuwara Eliya,2020-02-24,2020-02-25
8.692230779587012e-05,Nuwara Eliya,2020-02-25,2020-02-26
9.321953062533168e-05,Nuwara Eliya,2020-02-26,2020-02-27
0.0001182545319643,Nuwara Eliya,2020-02-27,2020-02-28
0.0001038297582307,Nuwara Eliya,2020-02-28,2020-02-29
0.0001610556064582,Nuwara Eliya,2020-03-01,2020-03-02
0.0002926211328115,Nuwara Eliya,2020-03-02,2020-03-03
0.0001563871088153,Nuwara Eliya,2020-03-03,2020-03-04
0.0001276065604158,Nuwara Eliya,2020-03-04,2020-03-05
0.0001534530454696,Nuwara Eliya,2020-03-06,2020-03-07
0.0002358330415345,Nuwara Eliya,2020-03-08,2020-03-09
0.0001269736421399,Nuwara Eliya,2020-03-09,2020-03-10
0.0001196201216453,Nuwara Eliya,2020-03-10,2020-03-11
0.0001164685805966,Nuwara Eliya,2020-03-11,2020-03-12
5.913030676123423e-05,Nuwara Eliya,2020-03-12,2020-03-13
8.650040171724271e-05,Nuwara Eliya,2020-03-13,2020-03-14
0.0002230960695464,Nuwara Eliya,2020-03-14,2020-03-15
0.0001479475968795,Nuwara Eliya,2020-03-15,2020-03-16
5.1034690841333934e-05,Nuwara Eliya,2020-03-16,2020-03-17
0.0001213266413022,Nuwara Eliya,2020-03-19,2020-03-20
0.0002310020010223,Nuwara Eliya,2020-03-20,2020-03-21
4.420323884869883e-05,Nuwara Eliya,2020-03-21,2020-03-22
9.31143988963756e-05,Nuwara Eliya,2020-03-22,2020-03-23
0.0002300587603312,Nuwara Eliya,2020-03-23,2020-03-24
0.0001561715420216,Nuwara Eliya,2020-03-24,2020-03-25
0.0001745791108127,Nuwara Eliya,2020-03-25,2020-03-26
0.0001705165047249,Nuwara Eliya,2020-03-27,2020-03-28
0.0001382194611718,Nuwara Eliya,2020-03-28,2020-03-29
9.987368024674012e-05,Nuwara Eliya,2020-03-29,2020-03-30
7.624938460239996e-05,Nuwara Eliya,2020-03-30,2020-03-31
5.386648690279978e-05,Nuwara Eliya,2020-03-31,2020-04-01
0.00011222307379,Nuwara Eliya,2020-04-01,2020-04-02
0.0001592264927832,Nuwara Eliya,2020-04-02,2020-04-03
0.0002123869982902,Nuwara Eliya,2020-04-03,2020-04-04
0.0001614190987342,Nuwara Eliya,2020-04-05,2020-04-06
4.893659103010806e-05,Nuwara Eliya,2020-04-06,2020-04-07
0.0001316483709631,Nuwara Eliya,2020-04-07,2020-04-08
3.009876749553373e-05,Nuwara Eliya,2020-04-08,2020-04-09
0.0001537679907493,Nuwara Eliya,2020-04-09,2020-04-10
0.0001141103645879,Nuwara Eliya,2020-04-10,2020-04-11
2.8014375307662372e-05,Nuwara Eliya,2020-04-12,2020-04-13
4.445108781175533e-05,Nuwara Eliya,2020-04-15,2020-04-16
8.102869212988206e-05,Nuwara Eliya,2020-04-19,2020-04-20
1.4180026992194256e-05,Nuwara Eliya,2020-04-20,2020-04-21
1.9146328337616464e-05,Nuwara Eliya,2020-04-21,2020-04-22
0.0002089542839653,Nuwara Eliya,2020-04-25,2020-04-26
6.685037744020196e-05,Nuwara Eliya,2020-04-26,2020-04-27
8.122499539115852e-05,Nuwara Eliya,2020-04-27,2020-04-28
0.0001298121524562,Nuwara Eliya,2020-04-28,2020-04-29
4.5506879267505194e-05,Nuwara Eliya,2020-04-29,2020-04-30
8.531399790386687e-05,Nuwara Eliya,2020-05-03,2020-05-04
3.394489074923621e-05,Nuwara Eliya,2020-05-12,2020-05-13
6.379205298112547e-05,Nuwara Eliya,2020-05-15,2020-05-16
0.0002410867489246,Nuwara Eliya,2020-05-20,2020-05-21
9.361655575049512e-05,Nuwara Eliya,2020-05-23,2020-05-24
2.9313758052738347e-05,Nuwara Eliya,2020-05-24,2020-05-25
0.0001470825570499,Nuwara Eliya,2020-05-25,2020-05-26
0.0002253643909505,Nuwara Eliya,2020-05-26,2020-05-27
0.000159410971366,Nuwara Eliya,2020-05-28,2020-05-29
6.765771051305225e-05,Nuwara Eliya,2020-05-30,2020-05-31
6.408926959596066e-05,Nuwara Eliya,2020-05-31,2020-06-01
8.56501957878967e-05,Nuwara Eliya,2020-06-01,2020-06-02
3.471480400613344e-05,Nuwara Eliya,2020-06-02,2020-06-03
0.000154368388147,Nuwara Eliya,2020-06-03,2020-06-04
0.0001141129517995,Nuwara Eliya,2020-06-04,2020-06-05
7.77897683573902e-05,Nuwara Eliya,2020-06-05,2020-06-06
3.434125235164873e-05,Nuwara Eliya,2020-06-09,2020-06-10
0.000158933268254,Nuwara Eliya,2020-06-13,2020-06-14
0.0001444523663049,Nuwara Eliya,2020-06-17,2020-06-18
0.0001007701426017,Nuwara Eliya,2020-06-18,2020-06-19
2.810942446211327e-05,Nuwara Eliya,2020-06-19,2020-06-20
6.764394546622817e-06,Nuwara Eliya,2020-06-20,2020-06-21
0.0001184462480999,Nuwara Eliya,2020-06-22,2020-06-23
0.0002062121405114,Nuwara Eliya,2020-06-24,2020-06-25
1.44151457008988e-05,Nuwara Eliya,2020-06-27,2020-06-28
5.5337856843744126e-05,Nuwara Eliya,2020-06-29,2020-06-30
5.53492540802816e-05,Nuwara Eliya,2020-06-30,2020-07-01
3.925838449686975e-05,Nuwara Eliya,2020-07-01,2020-07-02
0.0002487005529016,Nuwara Eliya,2020-07-04,2020-07-05
2.956633827493116e-05,Nuwara Eliya,2020-07-05,2020-07-06
2.5985559876380276e-05,Nuwara Eliya,2020-07-06,2020-07-07
7.669365863372583e-05,Nuwara Eliya,2020-07-07,2020-07-08
7.17762642088081e-05,Nuwara Eliya,2020-07-12,2020-07-13
0.0001633155591937,Nuwara Eliya,2020-07-13,2020-07-14
